"r1","Veste en velours détails en... 129,90 €","http://assets.recolytic.com/demo/shop/media/G_44178374_320_VPM_1.jpg","2","Homme|Vestes et manteaux",""
"r2","Veste imprimé pied de poule... 720 €","http://assets.recolytic.com/demo/shop/media/G_12877118_119_VPM_1.jpg","4","Homme|Vestes et manteaux",""
"r3","Veste en tweed coupe droite... 200 €","http://assets.recolytic.com/demo/shop/media/G_65264061_266_VPM_1.jpg","6","Homme|Vestes et manteaux",""
"r4","Blouson Seal: Schott. 100 €","http://assets.recolytic.com/demo/shop/media/G_56235559_101_VPM_1.jpg","","Homme|Vestes et manteaux",""
"r5","Doudoune légère col montant... 100 €","http://assets.recolytic.com/demo/shop/media/G_44255909_101_VPM_1.jpg","","Homme|Vestes et manteaux",""
"r6","Parka snowdon: Hackett London. 675 €","http://assets.recolytic.com/demo/shop/media/G_41643800_125_VPM_1.jpg","","Homme|Vestes et manteaux",""
"r7","Débardeur imprimé pois: Ava... 19,99 €","http://assets.recolytic.com/demo/shop/media/G_44144855_94_VPM_1.jpg","","Femme|Tops et t-shirts",""
